qid,in_p17,in_p131,relation_group,has_kkwiki
Q27430530,1,0,P17_only,0
Q12527757,1,0,P17_only,1
Q123363764,1,0,P17_only,0
Q30973841,1,1,P17+P131,1
Q1734811,1,0,P17_only,0
Q15617545,1,1,P17+P131,1
Q12550472,1,0,P17_only,1
Q55239334,1,0,P17_only,0
Q27357544,1,0,P17_only,0
Q27348290,1,0,P17_only,0
Q65252238,1,0,P17_only,1
Q12548890,1,0,P17_only,1
Q27354839,1,0,P17_only,0
Q12535805,1,1,P17+P131,1
Q64199365,1,0,P17_only,1
Q16701004,1,1,P17+P131,1
Q16431857,1,1,P17+P131,1
Q83643905,1,1,P17+P131,0
Q111862476,1,0,P17_only,0
Q12579274,1,0,P17_only,1
Q15918921,1,1,P17+P131,1
Q27357157,1,0,P17_only,0
Q32197417,1,1,P17+P131,0
Q12575759,1,0,P17_only,1
Q12701133,1,0,P17_only,0
Q13653399,1,1,P17+P131,1
Q12555542,1,0,P17_only,1
Q20098103,1,1,P17+P131,1
Q13641959,1,1,P17+P131,1
Q13359461,0,1,P131_only,1
Q22680803,1,0,P17_only,0
Q18399678,1,1,P17+P131,1
Q15617678,1,1,P17+P131,1
Q10858614,1,1,P17+P131,1
Q65172428,1,1,P17+P131,0
Q12532246,1,0,P17_only,1
Q12547434,1,0,P17_only,1
Q27354800,1,0,P17_only,0
Q16666789,1,1,P17+P131,0
Q13642350,0,1,P131_only,1
Q2448764,1,0,P17_only,0
Q16699206,1,1,P17+P131,1
Q137527449,1,0,P17_only,0
Q16431717,1,0,P17_only,1
Q97496700,1,0,P17_only,0
Q123363806,1,0,P17_only,0
Q32216852,1,0,P17_only,0
Q118352574,1,0,P17_only,0
Q12576023,1,0,P17_only,1
Q97316136,1,0,P17_only,0
Q12555954,1,0,P17_only,1
Q18407782,1,1,P17+P131,1
Q13652569,0,1,P131_only,1
Q27354899,1,0,P17_only,0
Q12571223,1,0,P17_only,1
Q128102,1,0,P17_only,1
Q12533657,1,1,P17+P131,1
Q17562693,1,1,P17+P131,1
Q13643391,1,1,P17+P131,0
Q20484960,1,0,P17_only,1
Q16431697,1,1,P17+P131,1
Q4408317,1,1,P17+P131,1
Q18409823,1,1,P17+P131,1
Q5500779,1,0,P17_only,0
Q55833356,1,0,P17_only,0
Q12571254,1,1,P17+P131,1
Q12557567,1,0,P17_only,1
Q13653369,1,1,P17+P131,1
Q32200532,1,0,P17_only,0
Q56367111,1,0,P17_only,0
Q13647417,1,1,P17+P131,1
Q12532281,1,0,P17_only,1
Q135631896,1,1,P17+P131,0
Q111988043,1,1,P17+P131,0
Q12550606,1,0,P17_only,1
Q12531060,1,1,P17+P131,1
Q16704344,1,1,P17+P131,1
Q4454821,1,0,P17_only,1
Q15918916,1,1,P17+P131,1
Q16721553,1,1,P17+P131,1
Q622780,1,1,P17+P131,1
Q135828877,1,0,P17_only,0
Q13651654,1,1,P17+P131,1
Q124216593,1,0,P17_only,0
Q12559218,1,1,P17+P131,1
Q20484220,1,1,P17+P131,1
Q27352415,1,0,P17_only,0
Q61369177,1,1,P17+P131,1
Q20078405,1,1,P17+P131,1
Q1370228,1,1,P17+P131,1
Q108533891,1,0,P17_only,0
Q2231787,1,0,P17_only,1
Q627207,1,1,P17+P131,1
Q123363668,1,0,P17_only,0
Q18396403,1,1,P17+P131,1
Q12579814,1,1,P17+P131,1
Q32360825,1,1,P17+P131,0
Q56368561,1,1,P17+P131,1
Q12574013,1,1,P17+P131,1
Q27358124,1,1,P17+P131,0
Q12576783,1,1,P17+P131,1
Q45906,1,0,P17_only,1
Q2472338,0,1,P131_only,1
Q27358039,1,1,P17+P131,0
Q12557563,1,0,P17_only,1
Q16690836,1,1,P17+P131,0
Q133408419,1,0,P17_only,0
Q4309401,1,1,P17+P131,1
Q65268916,1,0,P17_only,0
Q12577430,1,0,P17_only,1
Q12533775,1,0,P17_only,1
Q2283566,1,1,P17+P131,1
Q123363849,1,0,P17_only,0
Q12529657,1,0,P17_only,1
Q16661950,1,1,P17+P131,1
Q1417227,1,1,P17+P131,1
Q32193474,1,1,P17+P131,0
Q27352870,1,0,P17_only,0
Q12544183,0,1,P131_only,1
Q12557922,1,1,P17+P131,1
Q12647279,1,0,P17_only,0
Q12709182,1,0,P17_only,0
Q27358283,1,0,P17_only,0
Q12534148,1,1,P17+P131,1
Q111115619,1,0,P17_only,0
Q12530234,1,1,P17+P131,1
Q61368963,1,1,P17+P131,1
Q112003947,1,0,P17_only,0
Q16433612,1,1,P17+P131,1
Q4217452,1,1,P17+P131,1
Q32177724,1,0,P17_only,0
Q13365438,0,1,P131_only,1
Q123363744,1,0,P17_only,0
Q27431011,1,1,P17+P131,0
Q31866853,1,0,P17_only,0
Q123363825,1,0,P17_only,0
Q16273883,1,1,P17+P131,0
Q111297000,1,0,P17_only,0
Q27348090,1,0,P17_only,0
Q125179572,1,0,P17_only,0
Q65252902,1,1,P17+P131,1
Q32198162,1,0,P17_only,0
Q27351945,1,1,P17+P131,0
Q12529928,1,1,P17+P131,1
Q13663177,1,1,P17+P131,1
Q13648554,1,1,P17+P131,1
Q16433892,1,1,P17+P131,1
Q27352766,0,1,P131_only,0
Q13649106,1,1,P17+P131,1
Q118352579,1,0,P17_only,0
Q963258,1,1,P17+P131,1
Q32200834,1,1,P17+P131,0
Q135829733,1,0,P17_only,0
Q12576106,1,1,P17+P131,1
Q79315822,1,0,P17_only,0
Q32203055,1,0,P17_only,1
Q4178346,1,1,P17+P131,1
Q12566091,1,0,P17_only,1
Q30975259,1,1,P17+P131,1
Q13056358,1,1,P17+P131,0
Q18435892,1,1,P17+P131,1
Q97662173,1,0,P17_only,0
Q16432366,1,1,P17+P131,1
Q61367475,1,1,P17+P131,1
Q135829552,1,0,P17_only,0
Q19908136,0,1,P131_only,0
Q62024650,1,0,P17_only,1
Q16663070,1,1,P17+P131,1
Q2509316,1,1,P17+P131,1
Q4059689,1,0,P17_only,1
Q20098393,1,1,P17+P131,1
Q27347351,1,0,P17_only,0
Q34971346,1,0,P17_only,1
Q135830039,1,0,P17_only,0
Q27358245,1,0,P17_only,0
Q13643817,1,1,P17+P131,1
Q16433531,1,1,P17+P131,1
Q115936870,1,0,P17_only,1
Q16710928,1,1,P17+P131,1
Q32205865,1,0,P17_only,0
Q27354797,1,0,P17_only,0
Q56367039,1,1,P17+P131,1
Q20484458,1,0,P17_only,1
Q13641584,1,1,P17+P131,1
Q12577631,1,0,P17_only,1
Q16629751,0,1,P131_only,0
Q12561893,1,1,P17+P131,1
Q65208017,1,0,P17_only,0
Q32183965,1,1,P17+P131,0
Q64168554,1,0,P17_only,1
Q1074493,1,1,P17+P131,1
Q135829514,1,0,P17_only,0
Q1992447,1,0,P17_only,0
Q12559384,1,0,P17_only,1
Q124633482,1,0,P17_only,0
Q48950793,1,1,P17+P131,0
Q131214900,1,0,P17_only,0
Q18408828,1,1,P17+P131,1
Q13643495,1,1,P17+P131,1
Q6380804,1,0,P17_only,0
Q32181844,1,0,P17_only,1
Q13642370,0,1,P131_only,0
Q18405567,1,1,P17+P131,1
Q55602002,1,0,P17_only,0
Q13652565,0,1,P131_only,1
Q2631995,1,1,P17+P131,0
Q20098463,1,1,P17+P131,1
Q18405618,1,1,P17+P131,1
Q16432431,1,0,P17_only,1
Q16434749,1,0,P17_only,1
Q20484848,1,0,P17_only,1
Q120985652,1,1,P17+P131,0
Q13664469,1,1,P17+P131,1
Q12294288,1,1,P17+P131,1
Q10813744,1,1,P17+P131,1
Q27354981,1,0,P17_only,0
Q13662887,1,1,P17+P131,1
Q27357760,1,0,P17_only,0
Q140309670,1,0,P17_only,0
Q12565286,1,0,P17_only,1
Q27354638,1,1,P17+P131,0
Q20483844,1,0,P17_only,1
Q118352586,1,0,P17_only,1
Q123225288,1,0,P17_only,0
Q19617647,0,1,P131_only,0
Q32198606,1,1,P17+P131,0
Q25510162,1,0,P17_only,1
Q12543130,1,0,P17_only,1
Q32168573,0,1,P131_only,0
Q12574851,1,0,P17_only,0
Q48948620,1,0,P17_only,0
Q135829833,1,0,P17_only,0
Q16432950,1,0,P17_only,1
Q779877,1,0,P17_only,1
Q12575513,1,1,P17+P131,1
Q53845627,0,1,P131_only,0
Q13645625,1,1,P17+P131,1
Q32218992,1,0,P17_only,1
Q4481855,1,0,P17_only,0
Q12576407,1,0,P17_only,1
Q20077493,1,0,P17_only,0
Q15617652,1,1,P17+P131,1
Q1354651,1,0,P17_only,0
Q140771477,1,1,P17+P131,0
Q13553812,0,1,P131_only,1
Q32187636,1,1,P17+P131,0
Q32187690,1,0,P17_only,0
Q116177126,1,0,P17_only,0
Q32195507,1,0,P17_only,0
Q12570981,1,1,P17+P131,1
Q1046471,1,1,P17+P131,1
Q4056540,1,1,P17+P131,1
Q981069,1,1,P17+P131,0
Q12535236,1,0,P17_only,1
Q30897605,1,1,P17+P131,0
Q112635509,0,1,P131_only,0
Q12533678,1,0,P17_only,1
Q13653511,1,1,P17+P131,1
Q27358161,1,0,P17_only,0
Q3853560,1,0,P17_only,1
Q27358076,1,0,P17_only,0
Q1046477,1,0,P17_only,1
Q12574561,1,0,P17_only,1
Q12544787,1,1,P17+P131,1
Q30975162,1,1,P17+P131,1
Q32216736,1,0,P17_only,1
Q27430843,1,0,P17_only,0
Q32172470,1,0,P17_only,0
Q13643315,1,1,P17+P131,1
Q13641619,1,1,P17+P131,1
Q16663231,1,1,P17+P131,1
Q16272611,1,1,P17+P131,1
Q32217906,1,0,P17_only,0
Q28665093,1,0,P17_only,0
Q97480087,1,0,P17_only,0
Q19951889,0,1,P131_only,0
Q32171116,1,0,P17_only,0
Q13645999,1,1,P17+P131,1
Q20076754,1,1,P17+P131,1
Q19560456,0,1,P131_only,1
Q12556863,1,0,P17_only,1
Q16694543,1,1,P17+P131,1
Q12560834,1,1,P17+P131,1
Q55687030,1,0,P17_only,0
Q13641733,1,1,P17+P131,1
Q27354849,1,0,P17_only,0
Q27430939,1,0,P17_only,0
Q136090688,1,0,P17_only,0
Q32172961,1,1,P17+P131,0
Q13646879,1,1,P17+P131,1
Q12548780,1,0,P17_only,1
Q117039299,1,0,P17_only,0
Q13653544,1,1,P17+P131,1
Q31529845,1,0,P17_only,0
Q13645637,1,1,P17+P131,1
Q138300275,1,0,P17_only,0
Q20484735,1,0,P17_only,1
Q112004031,1,0,P17_only,0
Q135830033,1,0,P17_only,0
Q30975134,1,1,P17+P131,1
Q56367353,1,1,P17+P131,1
Q27348097,1,0,P17_only,0
Q32198108,1,0,P17_only,0
Q12546123,1,1,P17+P131,1
Q27357356,1,0,P17_only,0
Q8765402,1,1,P17+P131,0
Q12553146,1,0,P17_only,1
Q12252344,1,1,P17+P131,1
Q4089507,1,1,P17+P131,1
Q32184943,1,0,P17_only,0
Q7578317,1,1,P17+P131,1
Q27355069,1,0,P17_only,0
Q123363856,1,0,P17_only,0
Q27357623,1,0,P17_only,0
Q129880669,1,1,P17+P131,1
Q12555407,1,1,P17+P131,1
Q3312321,1,1,P17+P131,1
Q12545110,1,1,P17+P131,1
Q12574007,1,0,P17_only,1
Q12531188,1,1,P17+P131,1
Q1112939,1,1,P17+P131,0
Q55658663,1,0,P17_only,0
Q12533037,1,1,P17+P131,1
Q12552101,1,1,P17+P131,1
Q112004035,1,0,P17_only,0
Q16720232,1,1,P17+P131,1
Q127694533,1,0,P17_only,1
Q137943178,1,0,P17_only,0
Q27354754,1,0,P17_only,0
Q29842699,0,1,P131_only,0
Q16273043,1,1,P17+P131,1
Q16700049,1,1,P17+P131,1
Q18400861,1,1,P17+P131,1
Q16651956,1,1,P17+P131,1
Q27357569,1,0,P17_only,0
Q135829852,1,0,P17_only,0
Q16669408,1,1,P17+P131,1
Q13646952,1,1,P17+P131,1
Q4140125,1,1,P17+P131,1
Q12574506,1,0,P17_only,1
Q20074160,1,1,P17+P131,1
Q32203040,1,0,P17_only,0
Q135828630,1,0,P17_only,0
Q30513,1,1,P17+P131,1
Q108533911,1,0,P17_only,0
Q13649003,1,1,P17+P131,1
Q133294497,1,0,P17_only,1
Q20098381,1,1,P17+P131,1
Q17494813,1,1,P17+P131,1
Q25930688,1,0,P17_only,0
Q12574466,1,0,P17_only,1
Q13648551,1,1,P17+P131,1
Q2752954,1,1,P17+P131,1
Q32202371,1,0,P17_only,0
Q135829787,1,0,P17_only,0
Q27348148,1,0,P17_only,0
Q16657262,1,1,P17+P131,1
Q20098610,1,1,P17+P131,1
Q27430942,1,0,P17_only,0
Q137551663,1,1,P17+P131,0
Q32214606,1,0,P17_only,0
Q65256753,1,0,P17_only,0
Q32204151,1,0,P17_only,0
Q16699101,1,1,P17+P131,1
Q12528621,1,1,P17+P131,1
Q56367041,1,1,P17+P131,1
Q31866854,1,0,P17_only,0
Q27355094,1,0,P17_only,0
Q12577724,1,1,P17+P131,1
Q13645879,1,1,P17+P131,1
Q136650275,1,0,P17_only,0
Q13652603,0,1,P131_only,1
Q12531236,1,0,P17_only,1
Q27358211,1,1,P17+P131,0
Q18407087,1,1,P17+P131,0
Q23958919,1,0,P17_only,1
Q135767366,1,1,P17+P131,1
Q12532341,1,1,P17+P131,1
Q18408448,1,1,P17+P131,1
Q30972485,1,1,P17+P131,1
Q17562675,1,1,P17+P131,1
Q135829913,1,0,P17_only,0
Q139695485,1,0,P17_only,0
Q32195860,1,0,P17_only,0
Q32193917,1,1,P17+P131,0
Q32211274,1,0,P17_only,0
Q123363737,1,0,P17_only,0
Q16669410,1,1,P17+P131,1
Q74543224,1,0,P17_only,0
Q13651794,1,1,P17+P131,1
Q27351176,1,1,P17+P131,1
Q30974451,1,1,P17+P131,1
Q139898786,1,1,P17+P131,0
Q13664533,1,1,P17+P131,1
Q16432732,1,0,P17_only,1
Q122508255,1,1,P17+P131,1
Q12569983,1,0,P17_only,1
Q13645780,1,1,P17+P131,1
Q18407561,1,1,P17+P131,1
Q112004027,1,0,P17_only,0
Q13649083,1,1,P17+P131,1
Q12684130,1,1,P17+P131,1
Q27358191,1,1,P17+P131,0
Q32171749,1,0,P17_only,0
Q16431266,1,1,P17+P131,1
Q27430812,1,0,P17_only,0
Q30972142,1,1,P17+P131,0
Q27430866,1,0,P17_only,0
Q4214373,1,0,P17_only,1
Q32198145,1,0,P17_only,0
Q60289834,1,0,P17_only,0
Q12528560,1,1,P17+P131,1
Q12574777,1,0,P17_only,1
Q12551053,0,1,P131_only,1
Q27354886,1,0,P17_only,0
Q13651781,1,1,P17+P131,1
Q8001392,1,0,P17_only,1
Q21187686,1,0,P17_only,0
Q2380922,1,1,P17+P131,1
Q32188421,1,0,P17_only,0
Q12561154,1,1,P17+P131,1
Q4287636,1,1,P17+P131,1
Q18399837,1,1,P17+P131,1
Q13641852,1,1,P17+P131,1
Q13653609,1,1,P17+P131,1
Q16648575,1,1,P17+P131,1
Q27352138,1,0,P17_only,0
Q19360416,1,0,P17_only,1
Q18125216,1,0,P17_only,0
Q27354932,1,0,P17_only,0
Q16688440,1,1,P17+P131,0
Q31195546,1,1,P17+P131,1
Q74086,1,0,P17_only,1
Q12576305,1,1,P17+P131,1
Q16696093,1,1,P17+P131,1
Q27350750,1,0,P17_only,1
Q25397264,1,1,P17+P131,0
Q56706581,1,0,P17_only,0
Q114564505,1,0,P17_only,0
Q23958897,1,0,P17_only,1
Q13645606,1,1,P17+P131,1
Q16666685,1,1,P17+P131,1
Q131152200,1,1,P17+P131,1
Q32216725,1,0,P17_only,1
Q32204317,1,0,P17_only,0
Q22205043,1,1,P17+P131,1
Q18400913,1,1,P17+P131,1
Q61368779,1,1,P17+P131,1
Q97274601,1,0,P17_only,0
Q16431271,1,1,P17+P131,1
Q20098647,1,1,P17+P131,1
Q7112321,1,0,P17_only,0
Q16694633,1,1,P17+P131,1
Q32203619,1,0,P17_only,0
Q134484508,1,0,P17_only,0
Q25513094,1,0,P17_only,1
Q32183699,1,0,P17_only,0
Q12163678,1,1,P17+P131,1
Q16669432,1,1,P17+P131,1
Q12528546,1,0,P17_only,1
Q12533226,1,0,P17_only,1
Q16704268,1,1,P17+P131,1
Q27358020,1,0,P17_only,0
Q13664313,1,1,P17+P131,1
Q25504633,1,0,P17_only,1
Q110768896,1,0,P17_only,0
Q27348279,1,0,P17_only,0
Q32174855,1,0,P17_only,0
Q4060457,1,0,P17_only,1
Q135829989,1,0,P17_only,0
Q135830021,1,0,P17_only,0
Q13646997,1,1,P17+P131,1
Q64142643,1,1,P17+P131,0
Q12688780,1,0,P17_only,0
Q13651918,1,1,P17+P131,1
Q28669309,1,0,P17_only,0
Q13663030,1,1,P17+P131,1
Q4806487,1,0,P17_only,0
Q16706383,1,1,P17+P131,1
Q30294517,1,1,P17+P131,0
Q16272152,0,1,P131_only,1
Q12573942,1,1,P17+P131,1
Q21146108,1,0,P17_only,0
Q24907638,1,0,P17_only,0
Q27357209,1,0,P17_only,0
Q135828623,1,0,P17_only,0
Q27354971,1,0,P17_only,0
Q32179241,1,0,P17_only,0
Q13641754,1,1,P17+P131,1
Q20486167,1,0,P17_only,1
Q16721555,1,1,P17+P131,1
Q27355054,1,0,P17_only,0
Q13645846,1,1,P17+P131,1
Q135828617,1,0,P17_only,0
Q25507181,1,0,P17_only,1
Q18399702,1,1,P17+P131,1
Q32196562,1,0,P17_only,0
Q32190320,1,0,P17_only,0
Q12574862,1,0,P17_only,1
Q16431772,1,0,P17_only,1
Q12554908,1,1,P17+P131,1
Q16432032,1,1,P17+P131,1
Q13359497,0,1,P131_only,1
Q12535091,1,1,P17+P131,1
Q65304819,1,0,P17_only,0
Q12548707,1,0,P17_only,1
Q12532421,1,1,P17+P131,1
Q4479285,1,0,P17_only,0
Q13667200,1,1,P17+P131,1
Q16433865,1,0,P17_only,1
Q122531407,1,1,P17+P131,0
Q16272772,1,1,P17+P131,1
Q81432568,1,0,P17_only,0
Q16272233,0,1,P131_only,1
Q13642152,1,1,P17+P131,1
Q13662884,1,1,P17+P131,1
Q27430670,1,1,P17+P131,1
Q55354048,1,0,P17_only,1
Q18702281,1,0,P17_only,0
Q109452575,1,0,P17_only,0
Q13648532,1,1,P17+P131,1
Q32178931,1,0,P17_only,0
Q16721539,1,1,P17+P131,1
Q32188231,1,0,P17_only,0
Q20092729,1,1,P17+P131,1
Q39056676,1,0,P17_only,1
Q32204556,1,1,P17+P131,0
Q136192011,1,1,P17+P131,0
Q27430705,1,0,P17_only,0
Q491123,1,1,P17+P131,1
Q16721233,1,1,P17+P131,1
Q12574977,1,1,P17+P131,1
Q135828660,1,0,P17_only,0
Q27430865,1,0,P17_only,0
Q16714088,1,1,P17+P131,1
Q114976767,1,0,P17_only,1
Q13646681,1,1,P17+P131,1
Q123363797,1,0,P17_only,0
Q136195915,1,0,P17_only,0
Q12549339,1,0,P17_only,1
Q6353562,1,1,P17+P131,1
Q11977463,1,0,P17_only,1
Q4250897,1,0,P17_only,1
Q18400633,1,1,P17+P131,1
Q13655911,1,1,P17+P131,1
Q16669500,1,1,P17+P131,1
Q12574788,1,0,P17_only,1
Q1273266,1,0,P17_only,0
Q20098625,1,1,P17+P131,1
Q937655,1,0,P17_only,1
Q17494840,1,1,P17+P131,1
Q1538206,1,1,P17+P131,1
Q123363713,1,0,P17_only,0
Q4425595,1,0,P17_only,1
Q108783929,1,1,P17+P131,0
Q13664034,1,1,P17+P131,1
Q20485680,0,1,P131_only,1
Q111297008,1,0,P17_only,0
Q16644622,0,1,P131_only,1
Q12570063,1,1,P17+P131,1
Q135828867,1,0,P17_only,0
Q12541032,0,1,P131_only,1
Q16272940,1,1,P17+P131,1
Q13651733,1,1,P17+P131,1
Q12698921,1,0,P17_only,0
Q3512908,1,1,P17+P131,1
Q32184534,1,1,P17+P131,0
Q16431919,1,1,P17+P131,1
Q1047734,1,1,P17+P131,1
Q16432422,1,0,P17_only,1
Q32175824,1,0,P17_only,0
Q4506285,1,1,P17+P131,1
Q13642213,1,1,P17+P131,1
Q12563840,1,1,P17+P131,1
Q27348291,1,0,P17_only,0
Q13663464,1,1,P17+P131,1
Q12543541,1,1,P17+P131,1
Q12541949,1,0,P17_only,1
Q24957733,1,0,P17_only,1
Q55833227,1,0,P17_only,0
Q64610701,1,0,P17_only,0
Q12551052,0,1,P131_only,1
Q13663966,1,1,P17+P131,1
Q55833142,1,0,P17_only,0
Q4476775,1,0,P17_only,0
Q65357777,1,0,P17_only,0
Q35902,1,1,P17+P131,1
Q27358146,1,1,P17+P131,0
Q1346305,1,1,P17+P131,1
Q16434755,1,1,P17+P131,1
Q27350672,1,1,P17+P131,0
Q16702578,1,1,P17+P131,1
Q85971423,1,0,P17_only,0
Q27354779,1,0,P17_only,0
Q16274666,1,1,P17+P131,1
Q12526211,1,1,P17+P131,1
Q13649286,1,1,P17+P131,1
Q15845902,1,1,P17+P131,1
Q56367200,1,1,P17+P131,1
Q20098359,1,1,P17+P131,1
Q13664207,1,1,P17+P131,1
Q12548779,1,0,P17_only,1
Q16648862,1,1,P17+P131,1
Q59536936,1,0,P17_only,0
Q12542412,1,1,P17+P131,1
Q23958858,1,0,P17_only,1
Q17458237,1,1,P17+P131,1
Q115935994,1,0,P17_only,0
Q13640853,1,1,P17+P131,0
Q30972517,1,1,P17+P131,1
Q13645575,1,1,P17+P131,1
Q27354865,1,1,P17+P131,0
Q12564756,1,0,P17_only,1
Q56366804,1,1,P17+P131,1
Q32202454,1,0,P17_only,0
Q48952082,1,0,P17_only,1
Q61085374,1,0,P17_only,0
Q12542999,1,0,P17_only,1
Q13643231,0,1,P131_only,1
Q112654950,0,1,P131_only,0
Q16673214,1,1,P17+P131,1
Q12550373,1,0,P17_only,1
Q12526214,1,1,P17+P131,1
Q120868807,1,1,P17+P131,0
Q3723418,1,0,P17_only,1
Q13648411,1,1,P17+P131,1
Q4177879,1,1,P17+P131,0
Q20078173,1,1,P17+P131,1
Q55833173,1,0,P17_only,0
Q27356845,1,0,P17_only,0
Q13365257,0,1,P131_only,1
Q16652433,1,1,P17+P131,1
Q12647098,1,0,P17_only,0
Q25482631,1,1,P17+P131,1
Q15845919,1,1,P17+P131,1
Q12532129,1,0,P17_only,1
Q16692233,1,1,P17+P131,1
Q25383144,1,0,P17_only,1
Q135828793,1,0,P17_only,0
Q15617659,1,1,P17+P131,1
Q16433022,1,1,P17+P131,1
Q12527299,1,0,P17_only,1
Q16432122,1,0,P17_only,1
Q1388078,1,0,P17_only,1
Q13642420,0,1,P131_only,1
Q16721305,1,1,P17+P131,1
Q104330879,1,0,P17_only,0
Q65264084,1,0,P17_only,0
Q50021306,1,1,P17+P131,0
Q27354775,1,0,P17_only,0
Q12557800,1,1,P17+P131,1
Q12570280,1,1,P17+P131,1
Q16431985,1,1,P17+P131,1
Q112654961,0,1,P131_only,0
Q12531090,1,1,P17+P131,1
Q12528882,1,0,P17_only,1
Q32218602,1,0,P17_only,0
Q18396319,1,1,P17+P131,1
Q27357768,1,0,P17_only,0
Q32211723,1,0,P17_only,1
Q12526282,1,1,P17+P131,1
Q55658085,1,0,P17_only,1
Q27354780,1,0,P17_only,0
Q4523462,1,1,P17+P131,1
Q12536918,1,0,P17_only,1
Q102423313,1,1,P17+P131,0
Q135829725,1,0,P17_only,0
Q32198288,1,0,P17_only,0
Q13648973,1,1,P17+P131,1
Q12565434,1,1,P17+P131,1
Q55658416,1,0,P17_only,0
Q27356916,1,0,P17_only,0
Q32199780,1,0,P17_only,0
Q12573666,1,0,P17_only,1
Q13645968,1,1,P17+P131,1
Q25504648,1,1,P17+P131,1
Q16433588,1,1,P17+P131,1
Q16274591,1,1,P17+P131,1
Q135828557,1,0,P17_only,0
Q27352859,1,0,P17_only,0
Q30974410,1,1,P17+P131,0
Q16334597,1,1,P17+P131,1
Q373686,1,0,P17_only,1
Q21652072,1,0,P17_only,0
Q13651757,1,1,P17+P131,1
Q16431357,1,0,P17_only,1
Q20098453,1,1,P17+P131,1
Q12712771,1,1,P17+P131,1
Q27354927,1,0,P17_only,0
Q13655909,1,1,P17+P131,1
Q27355131,1,0,P17_only,0
Q12568599,1,0,P17_only,1
Q1001104,1,1,P17+P131,1
Q32192822,1,0,P17_only,0
Q13655880,1,1,P17+P131,1
Q13646131,0,1,P131_only,1
Q27350608,1,1,P17+P131,0
Q28403624,1,0,P17_only,0
Q32175406,1,1,P17+P131,0
Q12529920,1,1,P17+P131,1
Q12029250,1,0,P17_only,1
Q112003998,1,0,P17_only,0
Q16532237,0,1,P131_only,1
Q28671109,1,0,P17_only,0
Q32168504,0,1,P131_only,0
Q32177921,1,1,P17+P131,0
Q32193661,1,0,P17_only,0
Q35495533,1,0,P17_only,0
Q30973134,1,1,P17+P131,1
Q135828483,1,0,P17_only,0
Q27355041,1,0,P17_only,0
Q279835,1,1,P17+P131,1
Q4227185,1,1,P17+P131,1
Q135828980,1,0,P17_only,0
Q13640652,0,1,P131_only,1
Q16434559,1,0,P17_only,1
Q12545070,1,0,P17_only,1
Q123363526,1,0,P17_only,0
Q13646651,1,1,P17+P131,1
Q20098268,1,1,P17+P131,1
Q16704315,1,1,P17+P131,1
Q27430703,1,0,P17_only,0
Q18409334,1,1,P17+P131,1
Q27348255,1,1,P17+P131,0
Q12530692,1,0,P17_only,1
Q1125989,1,1,P17+P131,1
Q4332337,1,1,P17+P131,1
Q7498637,0,1,P131_only,1
Q13359456,0,1,P131_only,1
Q12531609,1,0,P17_only,1
Q13640625,0,1,P131_only,0
Q13666976,1,1,P17+P131,1
Q109453217,1,0,P17_only,0
Q17494744,1,1,P17+P131,1
Q12087936,1,1,P17+P131,1
Q27357295,1,0,P17_only,0
Q27354773,1,0,P17_only,0
Q32189763,1,0,P17_only,0
Q4213693,1,1,P17+P131,1
Q13649034,1,1,P17+P131,1
Q12532668,1,0,P17_only,1
Q21076218,1,0,P17_only,1
Q123363544,1,0,P17_only,0
Q20485941,1,0,P17_only,1
Q18408368,1,1,P17+P131,0
Q16663164,1,1,P17+P131,1
Q13650458,1,1,P17+P131,1
Q32217989,1,1,P17+P131,0
Q13666859,1,1,P17+P131,1
Q81268326,1,1,P17+P131,0
Q111297063,1,0,P17_only,0
Q61368142,1,1,P17+P131,1
Q135829816,1,0,P17_only,0
Q27357597,1,1,P17+P131,0
Q120705595,1,0,P17_only,0
Q32176377,1,1,P17+P131,1
Q12560468,1,1,P17+P131,1
Q12527360,1,1,P17+P131,1
Q18404540,1,1,P17+P131,1
Q20485868,1,0,P17_only,1
Q16434014,1,0,P17_only,1
Q13642418,0,1,P131_only,1
Q27357657,1,0,P17_only,0
Q7499512,0,1,P131_only,1
Q13220054,1,1,P17+P131,1
Q16700988,1,1,P17+P131,1
Q16432128,1,0,P17_only,1
Q27348430,1,0,P17_only,1
Q13652518,0,1,P131_only,1
Q12579602,1,1,P17+P131,1
Q16434560,1,0,P17_only,1
Q16682104,1,1,P17+P131,1
Q32193932,1,0,P17_only,1
Q112004026,1,0,P17_only,0
Q7601464,1,1,P17+P131,0
Q139713797,1,1,P17+P131,0
Q12543549,1,0,P17_only,1
Q7498407,0,1,P131_only,1
Q13652390,0,1,P131_only,1
Q27352583,0,1,P131_only,1
Q13511847,0,1,P131_only,1
Q12555957,1,1,P17+P131,1
Q20098287,1,0,P17_only,1
Q12552085,0,1,P131_only,1
Q12529710,1,1,P17+P131,1
Q16273700,1,1,P17+P131,1
Q30974415,1,1,P17+P131,1
Q7498778,0,1,P131_only,1
Q23898745,0,1,P131_only,0
Q137527268,1,0,P17_only,0
Q124155948,0,1,P131_only,0
Q110319205,1,0,P17_only,0
Q30975122,1,1,P17+P131,1
Q112654958,0,1,P131_only,0
Q16700927,1,1,P17+P131,1
Q20486030,1,0,P17_only,1
Q27354802,1,0,P17_only,0
Q32197621,1,0,P17_only,0
Q110319203,1,1,P17+P131,0
Q12531279,1,0,P17_only,1
